"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0000026";"AA";false;"Hypertension";"Le traitement médicamenteux de l'hypertension repose principalement sur les médicaments ayant un effet favorable prouvé sur le risque cardio-vasculaire:
  
  - diurétiques ([voir 1.4. Diurétiques](http://www.cbip.be/fr/contents/398)) 
  - β-bloquants ([voir 1.5. Bêta-bloquants](http://www.cbip.be/fr/contents/570)) 
  - antagonistes du calcium ([voir 1.6. Antagonistes du calcium](http://www.cbip.be/fr/contents/703)) 
  - IECA (inhibiteurs de l'enzyme de conversion de l'angiotensine, [voir 1.7.1. IECA](http://www.cbip.be/fr/contents/885)) 
  - sartans (antagonistes des récepteurs de l'angiotensine II, [voir 1.7.2. Sartans](http://www.cbip.be/fr/contents/992)) 
  - associations de ces médicaments ([voir 1.1.4. Associations](http://www.cbip.be/fr/contents/117)). 
 
Ont une place limitée:
  
  - les α-bloquants ([voir 1.1.1. Alpha-bloquants](http://www.cbip.be/fr/contents/34)) 
  - les antihypertenseurs centraux ([voir 1.1.2. Antihypertenseurs centraux](http://www.cbip.be/fr/contents/59)) 
  - les vasodilatateurs ([voir 1.1.3. Vasodilatateurs](http://www.cbip.be/fr/contents/91)). 
 
**Les diurétiques, les β-bloquants, les antagonistes du calcium, les IECA et les sartans ayant plusieurs indications majeures, ils font l’objet de chapitres distincts.**
 

**_Positionnement_**

  
  - [Voir Folia de mars 2014](http://www.cbip.be/fr/articles/query?number=F41F03D) _et_ [Folia de mars 2019](http://www.cbip.be/fr/articles/query?number=F46F03B). 
  - Crise hypertensive 
    - L'hypertension est rarement une urgence. Même en cas de valeurs tensionnelles très élevées, une intervention médicamenteuse immédiate n’est nécessaire qu'en présence d'une atteinte rapidement progressive au niveau cérébral, cardiaque ou rénal, ou en cas de (pré)-éclampsie. Une chute trop brutale de la pression artérielle doit être évitée, particulièrement en cas d’accidents vasculaires cérébraux et chez les personnes âgées. En cas de crise hypertensive associée à une atteinte organique ou à des symptômes neurologiques, on administre des antihypertenseurs en milieu hospitalier, le plus souvent par voie parentérale. En cas de crise hypertensive sans atteinte organique, un traitement par voie orale est instauré ou majoré. Il n’existe pas de préparation de premier choix validée, et le choix du médicament est déterminé en fonction d’une comorbidité éventuelle.  
  - Hypertension comme facteur de risque 
    - L'hypertension artérielle est un des principaux facteurs de risque de morbidité et de mortalité cardio-vasculaires, cérébro-vasculaires et rénales. La plupart des recommandations définissent l’hypertension comme une pression artérielle ≥ 140/90 mmHg; les recommandations américaines ACC/AHA, qui suggèrent 130/80 mmHg, sont une exception [[voir Folia de mars 2018](http://www.cbip.be/fr/articles/query?number=F45F03E)]. La prise en charge de l’hypertension est basée sur le risque cardio-vasculaire global du patient, déterminé selon les critères européens SCORE2 ou les critères américains de Framingham. Un traitement antihypertenseur sera toujours associé à des interventions sur les autres facteurs de risque tels que le tabagisme, l’hyperlipidémie, le diabète, l’obésité et la sédentarité. La prise en charge sera notamment déterminée par la présence ou l’absence d’atteintes organiques. 
    - En présence d’une hypertension légère à modérée, la tension doit être mesurée plusieurs fois, à différents moments, avant d’instaurer un traitement médicamenteux. Le diagnostic sera confirmé par automesure tensionnelle à domicile ou par mesure ambulatoire de la pression artérielle sur 24 heures. 
    - Une hypertension secondaire est rare; surtout chez les sujets jeunes, en cas d’hypertension d’apparition brutale ou de résistance au traitement médicamenteux malgré une bonne observance thérapeutique, ce diagnostic peut être envisagé. 
    - La prise en charge consiste systématiquement à proposer des mesures hygiéno-diététiques qui diminuent la tension artérielle et le risque cardiovasculaire (perte de poids, sevrage tabagique, modération de la consommation d'alcool, régime méditerranéen, réduction de la consommation de sel, activité physique, réduction du stress), souvent – mais pas nécessairement - en association avec un traitement médicamenteux.  
  - Traitement médicamenteux 
    - La décision d’instaurer un traitement médicamenteux dépend des valeurs tensionnelles, mais aussi du risque cardio-vasculaire du patient et de la présence d’une atteinte organique (p.ex. hypertrophie ventriculaire gauche, néphropathie avec microalbuminurie). Chez les patients présentant une hypertension artérielle légère et un faible risque cardio-vasculaire, il est recommandé de commencer par conseiller des modifications du mode de vie. Un traitement médicamenteux ne doit être envisagé que si la pression artérielle reste supérieure aux valeurs seuils (140/90 mmHg) après plusieurs mois d’adaptation du mode de vie. Chez les patients dont les valeurs tensionnelles sont très élevées (≥ 180/110 mmHg) ou restent ≥ 160/100 mmHg, le traitement médicamenteux doit être instauré d’emblée, en même temps qu’une adaptation du style de vie. Il en va de même pour les valeurs ≥ 140/90 mmHg en présence de lésions organiques ou d’un risque cardio-vasculaire fortement accru. 
    - Il a été démontré dans des études randomisées que les diurétiques, les β-bloquants, les antagonistes du calcium, les IECA et les sartans diminuent la morbidité et/ou la mortalité chez les patients hypertendus. Il ressort de méta-analyses que pour une même diminution de la pression artérielle, les antihypertenseurs de ces différentes classes entraînent une réduction comparable de la morbidité et/ou de la mortalité cardio-vasculaire. Les β-bloquants seraient moins efficaces en prévention d’accidents cardio-vasculaires (surtout AVC) par rapport à d’autres antihypertenseurs ([voir 1.5. Bêta-bloquants](http://www.cbip.be/fr/contents/570)). 
    - La plupart des guides de pratique clinique préconisent d’associer des antihypertenseurs à faibles doses, plutôt que d’utiliser un seul antihypertenseur dont la dose serait augmentée jusqu’à la dose maximale. Ceci pour limiter le risque d’effets indésirables et parce que les antihypertenseurs utilisés en association ont des modes d’action différents qui peuvent avoir un effet additif sur la baisse de la tension. Certains guides de pratique clinique conseillent de débuter directement le traitement avec une association, mais cette recommandation n’est pas suffisamment basée sur des données d’études [[voir Folia de mars 2019](http://www.cbip.be/fr/articles/query?number=F46F03B)]. 
    - Certaines caractéristiques du patient et/ou comorbidités peuvent déterminer le choix de l’antihypertenseur. 
      - Un diurétique thiazidique à faible dose est un choix bien étayé chez la plupart des patients qui présentent une hypertension non compliquée, vu les nombreuses études à ce sujet, la bonne tolérance et le faible coût [[voir Folia d'avril 2020](http://www.cbip.be/fr/articles/query?number=F47F04B)]. C’est notamment un bon choix en cas d’hypertension systolique chez les patients âgés. L’effet antihypertenseur des diurétiques persiste, même si l’effet diurétique n’est plus perceptible après quelques semaines. 
      - Un β-bloquant est justifié chez les patients souffrant d’angine de poitrine stable, après un infarctus du myocarde, en cas de fibrillation auriculaire ou (en association à d’autres médicaments) en cas d’insuffisance cardiaque. 
      - Un antagoniste du calcium est justifié  en présence d’hypertension systolique chez le patient âgé et peut être choisi en cas d’angine de poitrine stable. 
      - Un IECA peut être choisi en cas de dysfonction ventriculaire gauche, par exemple en post-infarctus, et en cas de micro- ou macroalbuminurie (diabétique et non diabétique). 
      - Un sartan peut être choisi (mais moins bien étayé que les IECA) en cas de dysfonction ventriculaire gauche, et en cas de micro- ou macroalbuminurie (diabétique et non diabétique). Les sartans peuvent aussi être utilisés lorsque le patient développe une toux persistante sous IECA. 
      - Chez les patients d’origine africaine présentant une hypertension, les antagonistes du calcium et les diurétiques s’avèrent plus efficaces que les β-bloquants, les IECA ou les sartans.  
    - Chez bon nombre de patients, en particulier ceux qui présentent une hypertension modérée à sévère et/ou un risque cardio-vasculaire élevé justifiant un objectif tensionnel strict, il faudra finalement associer plusieurs antihypertenseurs pour atteindre l’objectif tensionnel. La plupart des antihypertenseurs peuvent être utilisés en association, mais il est déconseillé d'associer un IECA à un sartan, étant donné qu’ils agissent sur le même système. 
    - Un traitement antihypertenseur est également utile chez les patients de plus de 65 ans, même en cas d’hypertension systolique isolée. Au-delà de 80 ans, les preuves sont moins nombreuses, mais il est généralement conseillé de poursuivre le traitement antihypertenseur lorsque celui-ci est bien toléré. L’instauration d’un traitement peut encore se justifier chez les personnes de plus de 80 ans hypertendus en bonne santé. Il convient cependant d’éviter une baisse trop rapide ou trop prononcée de la pression artérielle, avec hypoperfusion des organes vitaux. 
    - Cibles tensionnelles: une valeur tensionnelle inférieure à 140/90 mmHg est le premier objectif du traitement dans la directive de l’ESC de 2018. Si le traitement est bien toléré, une tension systolique de 130-139 mmHg devrait être visée. Ceci vaudrait également chez les personnes âgées (+65 et même +80); chez les personnes âgées vulnérables, les cibles tensionnelles doivent être déterminées individuellement, en fonction de la tolérance du patient. Chez les personnes âgées de moins de 65 ans, il est même proposé, si le patient le tolère, de viser une cible tensionnelle systolique inférieure à 130 mmHg (mais pas inférieure à 120 mmHg). Pour la pression artérielle diastolique, une valeur cible de 70-79 mmHg est préconisée pour tous les patients [[voir Folia de mars 2019](http://www.cbip.be/fr/articles/query?number=F46F03B)]. 
    - Un traitement antihypertenseur est généralement maintenu à vie. En fin de vie ou chez les personnes âgées fragiles, on peut toutefois envisager de diminuer progressivement ou d’arrêter le traitement antihypertenseur.  
 

**_Grossesse et allaitement_**

  
  - Grossesse: 
    - [Voir Folia de février 2012](http://www.cbip.be/fr/articles/query?number=F39F02B). 
    - L'hypertension pendant la grossesse peut avoir des conséquences graves pour la mère et l'enfant. Les valeurs seuils et les cibles pour le traitement médicamenteux de l'hypertension pendant la grossesse sont peu documentées. En cas d'hypertension sévère (tension ≥ 160/110 mmHg) et en cas d'hypertension accompagnée de symptômes, d’une atteinte organique ou d'un risque élevé (antécédents d'éclampsie, maladie rénale existante), un traitement médicamenteux est recommandé dans tous les guidelines. Chez les femmes enceintes souffrant d'hypertension sans atteinte organique ou sans facteurs de risque, le seuil tensionnel fixé par les guidelines européens est de 150/95 mmHg, bien que certains guidelines abaissent ce seuil à 140/90 mmHg, en particulier en cas d’élévation persistante des valeurs tensionnelles. Des seuils encore plus stricts (&lt; 140/90 mmHg) sont seulement documentés chez des femmes souffrant d'hypertension préexistante. 
    - Antihypertenseurs pendant la grossesse: 
      - Les études disponibles ne permettent pas de préconiser un antihypertenseur de premier choix. **Les IECA et les sartans sont contre-indiqués tout au long de la grossesse.** 
      - Un β-bloquant (le labétalol étant le mieux documenté) est proposé comme premier choix dans la plupart des sources. L’utilisation prolongée d’aténolol par la mère pourrait être associée à un retard de croissance intra-utérin. Pour les autres β-bloquants, cela est moins clair. **L'utilisation d'un β-bloquant peu de temps avant l'accouchement peut entraîner de la bradycardie, une hypotension et une hypoglycémie chez le nouveau-né.** 
      - Un antagoniste du calcium (la nifédipine à libération prolongée et la nicardipine étant les mieux documentées) est proposé comme alternative (p.ex. lorsqu’un β-bloquant est contre-indiqué). 
      - La méthyldopa est traditionnellement utilisée dans l'hypertension pendant la grossesse, aucune preuve de tératogénicité n'ayant été établie à ce jour. En général, le médicament est bien toléré, mais il faut tenir compte des effets indésirables rares mais potentiellement graves ([voir 1.1.2. Antihypertenseurs centraux](http://www.cbip.be/fr/contents/59)). 
      - L'hydralazine était autrefois utilisée dans l'hypertension sévère pendant la grossesse, mais cette utilisation a été abandonnée. 
      - Dans la plupart des sources, les diurétiques sont déconseillés pendant la grossesse en raison de la diminution du volume sanguin circulant. Les diurétiques sont certainement à éviter dans les situations où la perfusion utéro-placentaire est déjà diminuée (p.ex. en cas de pré-éclampsie, de retard de croissance intra-utérin). Chez les femmes dont l’hypertension était déjà traitée avant leur grossesse par un thiazide ou un diurétique apparenté à faibles doses, ce traitement peut être poursuivi pendant la grossesse. 
      - Pour les autres antihypertenseurs (alpha-bloquants, clonidine et moxonidine, urapidil), les données concernant l’utilisation pendant la grossesse sont insuffisantes.  
    - Les nouveau-nés dont la mère est traitée par des antihypertenseurs doivent être suivis de près, en particulier pendant les premiers jours de vie et en période d’allaitement.  
  - Allaitement 
    - Sont considérés comme sûrs: 
      - les β-bloquants labétalol, métoprolol et propranolol 
      - les antagonistes du calcium nifédipine et nicardipine 
      - les IECA captopril, énalapril et quinapril 
      - la méthyldopa  
    - Les diurétiques peuvent diminuer la lactation.  
 

**_Interactions_**

  
  - Avec tous les antihypertenseurs: 
    - Baisse excessive de la pression artérielle, surtout orthostatique, lors de l’association de plusieurs antihypertenseurs, de l’association à des dérivés nitrés, à la molsidomine, aux inhibiteurs de la phosphodiestérase de type 5, à la lévodopa ou à l’alcool et en cas d’hypovolémie. 
    - Les AINS peuvent inhiber l’effet des antihypertenseurs.  
 

**_Précautions particulières_**

  
  - Le choix d’un antihypertenseur à longue durée d’action permet une seule prise journalière. Lorsque l’antihypertenseur est administré en une seule prise journalière, il convient de s’assurer qu’une diminution suffisante de la pression artérielle sur 24 heures est bien obtenue: à cette fin, on mesure la pression artérielle juste avant la prise suivante du médicament. En cas de doute, une mesure ambulatoire de la pression artérielle sur 24 heures peut être utile. 
  - On ne dispose pas de preuves suffisantes qui montrent que le moment de prise des médicaments antihypertenseurs (le matin ou au coucher) influence leur efficacité. 
  - Attention à l'hypotension orthostatique, surtout en cas d’hypovolémie et à l’instauration du traitement (première dose), en particulier avec les α-bloquants, les IECA, les sartans et les vasodilatateurs. Augmenter la dose progressivement, en particulier chez les personnes âgées. 
 ";
"0000323";"ABCA";true;"Spécialités [Ivabradine]";;"angor et insuffisance cardiaque: 10 à 15 mg p.j. en 2 prises"
"0001867";"BAABA";false;"Thiénopyridines";"Le clopidogrel, le prasugrel et la ticlopidine sont des inhibiteurs irréversibles du récepteur P2Y12 qui interfèrent avec l’activation plaquettaire. Le clopidogrel et le prasugrel sont des prodrogues qui sont métabolisées dans le foie en un métabolite actif.
 

**_Positionnement_**

  
  - Le clopidogrel en monothérapie n’est utilisé dans la prévention cardio-vasculaire secondaire que lorsque l'acide acétylsalicylique est contre-indiqué ou n'est pas toléré, mais il n'a pas été étudié spécifiquement dans ces populations. 
  - Le clopidogrel et le prasugrel ont une place en phase aiguë d’un syndrome coronarien. 
  - Le clopidogrel et le prasugrel, en association à l'acide acétylsalicylique, ont une place après la mise en place d’un stent (3-6 mois) et après un syndrome coronarien aigu (généralement 12 mois). Passé ce délai, il n’est pas prouvé que le bénéfice éventuel l’emporte sur le risque hémorragique accru. Il n’est pas prouvé que le rapport bénéfice/risque du prasugrel soit meilleur que celui du clopidogrel (le prasugrel est plus efficace que le clopidogrel, mais il est associé à un plus grand risque hémorragique) [[voir Folia de janvier 2016](http://www.cbip.be/fr/articles/query?number=F43F01B#chapitre-2112-prasugrel-effient)]. 
  - L’association clopidogrel + acide acétylsalicylique est proposée peu après un AIT ou un AVC mineur [[voir Folia de juillet 2019](http://www.cbip.be/fr/articles/query?number=F46F07F)]. 
  - Dans la prévention du risque thromboembolique dans la fibrillation auriculaire, l'association de clopidogrel et d’acide acétylsalicylique est moins efficace que les anticoagulants oraux et s’accompagne d’un risque hémorragique aussi élevé. Par conséquent, elle n’est utilisée dans la fibrillation auriculaire que lorsque les anticoagulants oraux sont contre-indiqués ou ne sont pas souhaitables pour d'autres raisons chez des patients à faible risque hémorragique. 
  - La ticlopidine n'a qu'une place très limitée, notamment en raison de ses effets indésirables hématologiques. 
 

**_Indications (synthèse du RCP)_**

  
  - Clopidogrel:  
    - en monothérapie (_voir rubrique ""Positionnement""_): 
      - après un infarctus du myocarde; 
      - après un accident vasculaire cérébral ischémique; 
      - chez les patients souffrant d'une artériopathie périphérique.  
    - en association à l'acide acétylsalicylique: 
      - syndrome coronarien aigu; 
      - après ACTP élective avec pose de stent; 
      - les 3 premières semaines après un AIT ou un AVC mineur; 
      - fibrillation auriculaire: prévention des évènements thromboemboliques artériels chez les patients à faible risque hémorragique qui ne peuvent être traités par un anticoagulant oral (_voir rubrique ""Positionnement""_).   
  - Prasugrel (toujours en association à l'acide acétylsalicylique): syndrome coronarien aigu avec angioplastie coronaire percutanée. 
  - Ticlopidine: prévention des évènements thromboemboliques artérielles, p.ex. en cas d'angioplastie coronaire et périphérique, et dans certains types d'hémodialyse (_voir rubrique ""Positionnement""_). 
 

**_Contre-indications_**

  
  - Hémorragie active et risque accru d’hémorragie. 
  - Prasugrel: aussi antécédent d’AVC ou d’AIT. 
  - Ticlopidine: aussi antécédents de leucopénie, thrombopénie, agranulocytose, purpura thrombocytopénique. 
  - Clopidogrel, prasugrel: également insuffisance hépatique sévère (RCP). Sur le site Web https://www.geneesmiddelenbijlevercirrose.nl, le clopidogrel est considéré comme “à éviter” en cas de cirrhose hépatique. 
 

**_Effets indésirables_**

  
  - Hémorragies (risque plus élevé avec le prasugrel qu’avec le clopidogrel). 
  - Toxicité hématologique, surtout avec la ticlopidine, moins avec le clopidogrel et le prasugrel: dépression médullaire (surtout neutropénie), purpura thrombotique thrombocytopénique. 
 

**_Interactions_**

  
  - Risque accru d’hémorragie en cas de prise de plusieurs antithrombotiques ou d’association des thiénopyridines à d’autres médicaments présentant un risque d’hémorragie tels les AINS, ISRS et inhibiteurs de la recapture de la sérotonine et de la noradrénaline (IRSN). 
  - Le clopidogrel (prodrogue) est un substrat du CYP2C19, du CYP3A4 et de la P-gp, et un inhibiteur du CYP2B6 et CYP2C8 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp) _et_ [% dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#pgp)). La transformation du clopidogrel en son métabolite actif peut être freinée par les inhibiteurs de la pompe à protons (surtout l’oméprazole, l’ésoméprazole et dans une moindre mesure le lansoprazole), avec diminution de l'effet antiagrégant et risque accru d’événements cardiovasculaires. Lorsqu’il est essentiel d’administrer le clopidogrel concomitamment avec un IPP, il est plus prudent d’éviter l’(és)oméprazole. 
  - La ticlopidine est un substrat du CYP2C19 et du CYP3A4 et un inhibiteur du CYP1A2, CYP2B6 et CYP2C19 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
 

**_Précautions particulières_**

  
  - Concernant l’interruption préopératoire: [voir 2.1. Antithrombotiques](http://www.cbip.be/fr/contents/1834) 
  - La prudence s’impose en cas d’insuffisance rénale et de faible poids corporel en raison d’un risque accru d'hémorragie. 
  - Le clopidogrel est une prodrogue qui est transformée en métabolite actif en partie par le CYP2C19. Chez les métaboliseurs lents du CYP2C19 (par polymorphisme du CYP2C19), la formation du métabolite actif est moindre et l’effet sur la fonction plaquettaire peut être réduit. 
  - Ticlopidine: un contrôle régulier de la formule sanguine est nécessaire. 
 ";
"0001875";"BAABAA";true;"Clopidogrel";;"prévention: 75 mg p.j. en 1 prise (en cas de syndrome coronarien aigu: éventuellement une dose de charge unique de 300 à 600 mg)"
"0019232";"TAAC";true;"Vitamine K comme antidote des antagonistes de la vitamine K";"**_Positionnement_**

  
  - La vitamine K (phytoménadione = vitamine K1) peut être utilisée par voie orale ou en injection intraveineuse lente en cas de surdosage des antagonistes de la vitamine K ([voir 2.1.2.1.1. Antagonistes de la vitamine K](http://www.cbip.be/fr/contents/2147)); il est souvent nécessaire de répéter l'administration de vitamine K. La vitamine K agit en plusieurs heures. 
  - Des complexes de facteurs de coagulation ont une place en cas de surdosage d’antagoniste de la vitamine K avec saignement important ([voir 2.2.1. Facteurs de coagulation et anticorps monoclonaux](http://www.cbip.be/fr/contents/2238)). 
 

**_Indications (synthèse du RCP)_**

  
  - Traitement d’un surdosage d’antagonistes de la vitamine K. 
 

**_Posologie_**

  
  - La dose de vitamine K dépend de la sévérité de l’hémorragie et de l’INR du patient. 
 ";
"0025270";"TAAD";false;"Idarucizumab comme antidote du dabigatran";"**_Positionnement_**

  
  - L’idarucizumab, un anticorps monoclonal, est un antidote spécifique du dabigatran ([voir 2.1.2.1.2. Anticoagulants oraux directs (AOD)](http://www.cbip.be/fr/contents/25890)). Les données concernant son efficacité et son innocuité sont limitées [[voir Folia de mai 2016](http://www.cbip.be/fr/articles/query?number=F43F05F), [Folia de février 2018](http://www.cbip.be/fr/articles/query?number=F45F02C) _et_ [Folia d'août 2022](http://www.cbip.be/fr/articles/query?number=F49F08B)]. 
 

**_Indications (synthèse du RCP)_**

  
  - Neutralisation rapide de l’effet anticoagulant du dabigatran chez l’adulte en cas d’hémorragie sévère ou d’intervention urgente. 
 ";
"0025296";"TAADA";true;"Spécialités [Idarucizumab comme antidote du dabigatran]";;
"8903056";"TAAE";false;"Andexanet alfa comme antidote de l’apixaban et du rivaroxaban";"**_Positionnement_**

  
  - L’andexanet alfa, un facteur Xa de coagulation recombinant et inactivé, est un antidote spécifique de l’apixaban et du rivaroxaban ([voir 2.1.2.1.2. Anticoagulants oraux directs (AOD)](http://www.cbip.be/fr/contents/25890)). Les données concernant son efficacité et son innocuité sont limitées (voir Infos récentes octobre 2022). 
 

**_Indications (synthèse du RCP)_**

  
  - Neutralisation des effets anticoagulants de l’apixaban et du rivaroxaban en cas d’hémorragie incontrôlée ou mettant en jeu le pronostic vital du patient. 
 ";
"8903106";"TAAEA";true;"Spécialités [Andexanet alfa comme antidote de l’apixaban et du rivaroxaban]";;
"0019240";"TAAF";false;"Glucagon et glucose en cas d'hypoglycémie";"**_Positionnement_**

  
  - En cas d’hypoglycémie chez un patient conscient, administrer 10 à 20 grammes de glucides à absorption rapide (par ex. 3 carrés de sucre, 5 comprimés de glucose, un demi-verre de soda ou de jus de fruit – pas de produit allégé) ; à répéter après 15 minutes si nécessaire. 
  - En cas de conscience réduite, administrer 10 à 15 grammes de glucose hypertonique par voie intraveineuse ou administrer 1 mg de glucagon par voie sous-cutanée, intramusculaire, intraveineuse ou nasale. À ces faibles doses, les effets indésirables observés sont des nausées et des vomissements. L'avantage de la forme nasale est sa facilité d'utilisation. Elle peut être administrée à un patient inconscient et n’a pas besoin d’être inhalée après l’administration ([voir Folia de décembre 2020](http://www.cbip.be/fr/articles/query?number=F47F12H#glu)). 
  - La durée d'action du glucagon est courte (40 minutes). La réapparition d’une hypoglycémie est possible, surtout avec les antidiabétiques à longue durée d'action comme certaines insulines et sulfamidés oraux. 
  - Le rôle du glucagon dans les hypoglycémies induites par des antidiabétiques plus récents n'est pas bien étudié. Il est préférable de consulter un diabétologue ou un médecin urgentiste. 
  - Le glucose par voie intraveineuse est surtout utile dans les hypoglycémies sévères, p.ex. en cas de coma, en raison de la rapidité de réponse. Des ampoules de 3 ou 5 g/10 ml sont souvent utilisées. En raison du caractère irritant d'une telle solution hypertonique sur les veines, certains médecins préfèrent utiliser des solutions moins concentrées: elles sont moins irritantes, mais il faut injecter un volume plus grand. 
  - Le glucagon sous forme injectable doit être conservé au réfrigérateur (RCP). Le glucagon injectable se conserve  maximum 18 mois à une température ne dépassant pas 25° C (RCP). Le produit doit être utilisé immédiatement après reconstitution. Le glucagon sous forme nasale n’a pas besoin d’être conservé au réfrigérateur (RCP). 
  - Lorsque l’hypoglycémie est corrigée et/ou lorsque le patient a repris conscience, lui donner encore un repas ou une collation à manger (riche en hydrates de carbone à résorption plus lente). 
 

**_Indications (synthèse du RCP)_**

  
  - Glucagon: hypoglycémie sévère chez les patients diabétiques. 
  - Glucose: hypoglycémie. 
 

**_Contre-indications_**

  
  - Glucagon: phéochromocytome. 
 

**_Effets indésirables_**

  
  - Glucagon: nausées, vomissements. 
  - Glucagon par voie nasale: aussi larmoiement, céphalées et irritation des voies respiratoires supérieures. 
 

**_Précautions particulières_**

  
  - Glucagon par voie nasale: si la personne est inconsciente, elle doit être placée en position latérale de sécurité après l’administration. 
 ";
"0004531";"TAAFA";true;"Glucagon";;"hypoglycémie      
  - _Injection s.c., i.m._: 
    - Adultes et enfants &gt; 25kg: 0,5 à 1 mg en 1 injection 
    - Enfants &lt; 25kg: 0.5 mg en 1 injection  
  - Par voie _nasale_ (adultes et enfants &gt; 4ans): 3 mg en 1 administration dans une seule narine 
   "
"0021022";"TAAFB";true;"Glucose";;
"0019257";"TAAG";true;"Acétylcystéine en cas d'intoxication au paracétamol";"**_Indications (synthèse du RCP)_**

  
  - N-acétylcystéine ([voir 4.2.2.1. Dérivés de la cystéine](http://www.cbip.be/fr/contents/3996)): intoxication au paracétamol. 
 

**_Effets indésirables_**

  
  - Réactions anaphylactiques non IgE-médiées (p.ex. angiœdème, bronchospasme) en cas d'administration intraveineuse. 
 ";
"0019299";"TABA";false;"Hydroxocobalamine en cas d'intoxication au cyanure";"**_Positionnement_**

  
  - Des fortes doses d’hydroxocobalamine sont utilisées en cas d'intoxication par du cyanure ou des substances cyanogènes. 
  - À faibles doses, l'hydroxocobalamine est également utilisée en cas de carence en vitamine B12 ([voir 14.2.2.5. Vitamine B12](http://www.cbip.be/fr/contents/13532)). 
 

**_Indications (synthèse du RCP)_**

  
  - Traitement des intoxications confirmées ou suspectées au cyanure dans toutes les tranches d’âge. 
 

**_Effets indésirables_**

  
  - Réactions anaphylactiques. 
 

**_Interactions_**

  
  - L’hydroxocobalamine ne doit pas être administrée simultanément par la même voie veineuse que le thiosulfate de sodium, un autre antidote des cyanures, en raison d’une incompatibilité chimique. 
 ";
"0019364";"TABAA";true;"Spécialités [Hydroxocobalamine en cas d'intoxication au cyanure]";;
"8901084";"TABB";false;"Thiosulfate de sodium en cas d'intoxication au cyanure";"**_Positionnement_**

  
  - Le thiosulfate de sodium est utilisé en cas d’intoxications par les cyanures. Il est aussi indiqué, selon le RCP, en prévention des effets néphrotoxiques du cisplatine. 
 

**_Indications (synthèse du RCP)_**

  
  - Antidote dans le traitement des intoxications par les cyanures ainsi que par le nitroprussiate de sodium. 
  - Prévention des effets néphrotoxiques du cisplatine. 
 

**_Effets indésirables_**

  
  - Nausées, vomissements, arthralgies, crampes musculaires. 
  - Hypernatrémie et acidose, à haute dose. 
 

**_Interactions_**

  
  - Le thiosulfate de sodium ne doit pas être administré simultanément par la même voie intraveineuse que l’hydroxocobalamine, un autre antidote des cyanures, en raison d’une incompatibilité chimique. 
 ";
"8901092";"TABBA";true;"Spécialités [Thiosulfate de sodium en cas d'intoxication au cyanure]";;
"0000018";"A";false;"Système cardio-vasculaire";"- 1.1. Hypertension 
  - 1.2. Angine de poitrine 
  - 1.3. Insuffisance cardiaque 
  - 1.4. Diurétiques 
  - 1.5. Bêta-bloquants 
  - 1.6. Antagonistes du calcium 
  - 1.7. Médicaments agissant sur le système rénine-angiotensine 
  - 1.8. Antiarythmiques 
  - 1.9. Hypotension 
  - 1.10. Troubles vasculaires artériels 
  - 1.11. Veinotropes et capillarotropes 
  - 1.12. Hypolipidémiants 
  - 1.13. Médicaments de l’hypertension pulmonaire 
  - 1.14. Alprostadil 
  - 1.15. Médicaments pour stimuler la fermeture du canal artériel 
  - 1.16. Associations pour la prévention cardio-vasculaire 
 ";
